COG_DAT,MAGAZZINO,UPV_COD,CO1_NEC,CO1_PEK,Year,Quarter,Month,Week,Weekday,Dayofmonth,Dayofyear
6/18/2024,BAZA,351,2,0.6,2024,2,6,25,1,18,170
6/18/2024,BAZA,392,9,0.6,2024,2,6,25,1,18,170
6/18/2024,BAZA,438,5,0.6,2024,2,6,25,1,18,170
6/18/2024,BAZA,592,5,0.6,2024,2,6,25,1,18,170
6/18/2024,BAZA,593,5,0.6,2024,2,6,25,1,18,170
6/18/2024,BAZA,721,7,0.6,2024,2,6,25,1,18,170
6/18/2024,BAZA,900,0,0.7,2024,2,6,25,1,18,170
6/18/2024,BAZA,935,2,0.7,2024,2,6,25,1,18,170
6/18/2024,BAZA,937,15,0.6,2024,2,6,25,1,18,170
6/18/2024,BAZA,984,6,0.6,2024,2,6,25,1,18,170
6/18/2024,BAZA,1003,7,0.7,2024,2,6,25,1,18,170
6/18/2024,BZ SF,480,9,1.4,2024,2,6,25,1,18,170
6/18/2024,BZ SF,491,4,1.4,2024,2,6,25,1,18,170
6/18/2024,BZ SF,559,0,0.8,2024,2,6,25,1,18,170
6/18/2024,BZ SF,580,19,2.8,2024,2,6,25,1,18,170
6/18/2024,BZ SF,630,7,0.7,2024,2,6,25,1,18,170
6/18/2024,BZ SF,635,4,1.4,2024,2,6,25,1,18,170
6/18/2024,BZ SF,750,5,1.4,2024,2,6,25,1,18,170
6/18/2024,BZ SF,762,0,1.4,2024,2,6,25,1,18,170
6/18/2024,BZ SF,808,3,3.7,2024,2,6,25,1,18,170
6/18/2024,BZ SF,811,6,1.4,2024,2,6,25,1,18,170
6/18/2024,BZ SF,813,2,0.8,2024,2,6,25,1,18,170
6/18/2024,BZ SF,857,1,1.4,2024,2,6,25,1,18,170
6/18/2024,BZ SF,859,0,1.4,2024,2,6,25,1,18,170
6/19/2024,BAZA,31,15,0.6,2024,2,6,25,2,19,171
6/19/2024,BAZA,91,0,0.6,2024,2,6,25,2,19,171
6/19/2024,BAZA,133,0,0.6,2024,2,6,25,2,19,171
6/19/2024,BAZA,188,1,0.6,2024,2,6,25,2,19,171
6/19/2024,BAZA,366,15,0.6,2024,2,6,25,2,19,171
6/19/2024,BAZA,528,0,0.6,2024,2,6,25,2,19,171
6/19/2024,BAZA,767,12,0.6,2024,2,6,25,2,19,171
6/19/2024,BAZA,843,1,1.2,2024,2,6,25,2,19,171
6/19/2024,BAZA,844,1,1.2,2024,2,6,25,2,19,171
6/19/2024,BAZA,897,6,0.8,2024,2,6,25,2,19,171
6/19/2024,BAZA,898,6,0.8,2024,2,6,25,2,19,171
6/19/2024,BAZA,904,7,0.6,2024,2,6,25,2,19,171
6/19/2024,BAZA,915,14,1.2,2024,2,6,25,2,19,171
6/19/2024,BAZA,944,9,1.2,2024,2,6,25,2,19,171
6/19/2024,BAZA,53450017,0,0.6,2024,2,6,25,2,19,171
6/19/2024,BZ SF,497,3,1.4,2024,2,6,25,2,19,171
6/19/2024,BZ SF,552,8,6.7,2024,2,6,25,2,19,171
6/19/2024,BZ SF,555,3,1.6,2024,2,6,25,2,19,171
6/19/2024,BZ SF,556,3,0.8,2024,2,6,25,2,19,171
6/19/2024,BZ SF,635,6,1.4,2024,2,6,25,2,19,171
6/19/2024,BZ SF,728,3,1.4,2024,2,6,25,2,19,171
6/19/2024,BZ SF,730,2,1.4,2024,2,6,25,2,19,171
6/19/2024,BZ SF,826,9,1.4,2024,2,6,25,2,19,171
6/19/2024,BZ SF,832,5,1.4,2024,2,6,25,2,19,171
6/19/2024,BZ SF,833,0,1.4,2024,2,6,25,2,19,171
6/19/2024,BZ SF,850,27,1.2,2024,2,6,25,2,19,171
6/19/2024,BZ SF,852,14,1.2,2024,2,6,25,2,19,171
6/19/2024,BZ SF,868,6,1.4,2024,2,6,25,2,19,171
6/19/2024,BZ SF,881,4,1.8,2024,2,6,25,2,19,171
6/19/2024,BZ SF,888,1,1.4,2024,2,6,25,2,19,171
6/19/2024,BZ SF,889,1,1.4,2024,2,6,25,2,19,171
6/20/2024,BAZA,195,2,0.7,2024,2,6,25,3,20,172
6/20/2024,BAZA,447,1,0.6,2024,2,6,25,3,20,172
6/20/2024,BAZA,533,16,1.2,2024,2,6,25,3,20,172
6/20/2024,BAZA,548,4,0.6,2024,2,6,25,3,20,172
6/20/2024,BAZA,563,9,0.8,2024,2,6,25,3,20,172
6/20/2024,BAZA,564,9,0.8,2024,2,6,25,3,20,172
6/20/2024,BAZA,708,3,0.6,2024,2,6,25,3,20,172
6/20/2024,BAZA,784,1,0.6,2024,2,6,25,3,20,172
6/20/2024,BAZA,787,22,1.2,2024,2,6,25,3,20,172
6/20/2024,BAZA,822,2,0.7,2024,2,6,25,3,20,172
6/20/2024,BAZA,875,0,0.8,2024,2,6,25,3,20,172
6/20/2024,BAZA,876,0,0.8,2024,2,6,25,3,20,172
6/20/2024,BAZA,900,0,0.7,2024,2,6,25,3,20,172
6/20/2024,BAZA,910,21,0.6,2024,2,6,25,3,20,172
6/20/2024,BAZA,940,13,0.6,2024,2,6,25,3,20,172
6/20/2024,BAZA,1003,4,0.7,2024,2,6,25,3,20,172
6/20/2024,BZ SF,480,5,1.4,2024,2,6,25,3,20,172
6/20/2024,BZ SF,514,1,0.8,2024,2,6,25,3,20,172
6/20/2024,BZ SF,587,25,1.2,2024,2,6,25,3,20,172
6/20/2024,BZ SF,590,6,1.4,2024,2,6,25,3,20,172
6/20/2024,BZ SF,601,9,1.4,2024,2,6,25,3,20,172
6/20/2024,BZ SF,635,2,1.4,2024,2,6,25,3,20,172
6/20/2024,BZ SF,663,3,1.2,2024,2,6,25,3,20,172
6/20/2024,BZ SF,740,0,1.6,2024,2,6,25,3,20,172
6/20/2024,BZ SF,770,0,1.4,2024,2,6,25,3,20,172
6/20/2024,BZ SF,813,0,0.8,2024,2,6,25,3,20,172
6/20/2024,BZ SF,879,9,1.8,2024,2,6,25,3,20,172
6/20/2024,BZ SF,972,0,1.6,2024,2,6,25,3,20,172
6/21/2024,BAZA,63,2,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,99,2,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,133,3,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,152,14,1.2,2024,2,6,25,4,21,173
6/21/2024,BAZA,154,5,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,159,6,1.2,2024,2,6,25,4,21,173
6/21/2024,BAZA,160,7,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,188,1,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,363,19,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,369,9,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,485,9,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,519,18,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,535,22,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,604,7,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,721,8,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,784,0,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,904,8,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,915,8,1.2,2024,2,6,25,4,21,173
6/21/2024,BAZA,921,10,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,923,8,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,927,25,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,930,0,0.6,2024,2,6,25,4,21,173
6/21/2024,BAZA,984,5,0.6,2024,2,6,25,4,21,173
6/21/2024,BZ SF,415,8,1.2,2024,2,6,25,4,21,173
6/21/2024,BZ SF,552,3,6.7,2024,2,6,25,4,21,173
6/21/2024,BZ SF,635,2,1.4,2024,2,6,25,4,21,173
6/21/2024,BZ SF,668,21,2.4,2024,2,6,25,4,21,173
6/21/2024,BZ SF,679,2,1.4,2024,2,6,25,4,21,173
6/21/2024,BZ SF,682,2,1.4,2024,2,6,25,4,21,173
6/21/2024,BZ SF,698,2,2,2024,2,6,25,4,21,173
6/21/2024,BZ SF,699,2,0.7,2024,2,6,25,4,21,173
6/21/2024,BZ SF,728,7,1.4,2024,2,6,25,4,21,173
6/21/2024,BZ SF,730,3,1.4,2024,2,6,25,4,21,173
6/21/2024,BZ SF,808,0,3.7,2024,2,6,25,4,21,173
6/21/2024,BZ SF,811,3,1.4,2024,2,6,25,4,21,173
6/21/2024,BZ SF,829,6,1.4,2024,2,6,25,4,21,173
6/21/2024,BZ SF,832,7,1.4,2024,2,6,25,4,21,173
6/21/2024,BZ SF,833,6,1.4,2024,2,6,25,4,21,173
6/21/2024,BZ SF,857,2,1.4,2024,2,6,25,4,21,173
6/21/2024,BZ SF,881,5,1.8,2024,2,6,25,4,21,173
6/21/2024,BZ SF,981,3,1.8,2024,2,6,25,4,21,173
6/22/2024,BAZA,1003,4,0.7,2024,2,6,25,5,22,174
6/22/2024,BZ SF,630,1,0.7,2024,2,6,25,5,22,174
6/24/2024,BAZA,46,6,0.6,2024,2,6,26,0,24,176
6/24/2024,BAZA,84,1,0.6,2024,2,6,26,0,24,176
6/24/2024,BAZA,133,4,0.6,2024,2,6,26,0,24,176
6/24/2024,BAZA,362,1,0.6,2024,2,6,26,0,24,176
6/24/2024,BAZA,409,4,0.6,2024,2,6,26,0,24,176
6/24/2024,BAZA,417,5,1.4,2024,2,6,26,0,24,176
6/24/2024,BAZA,423,12,0.6,2024,2,6,26,0,24,176
6/24/2024,BAZA,535,2,0.6,2024,2,6,26,0,24,176
6/24/2024,BAZA,563,5,0.8,2024,2,6,26,0,24,176
6/24/2024,BAZA,564,5,0.8,2024,2,6,26,0,24,176
6/24/2024,BAZA,904,7,0.6,2024,2,6,26,0,24,176
6/24/2024,BAZA,915,7,1.2,2024,2,6,26,0,24,176
6/24/2024,BZ SF,480,12,1.4,2024,2,6,26,0,24,176
6/24/2024,BZ SF,552,2,6.7,2024,2,6,26,0,24,176
6/24/2024,BZ SF,559,2,0.8,2024,2,6,26,0,24,176
6/24/2024,BZ SF,635,1,1.4,2024,2,6,26,0,24,176
6/24/2024,BZ SF,728,3,1.4,2024,2,6,26,0,24,176
6/24/2024,BZ SF,811,0,1.4,2024,2,6,26,0,24,176
6/24/2024,BZ SF,829,2,1.4,2024,2,6,26,0,24,176
6/24/2024,BZ SF,832,10,1.4,2024,2,6,26,0,24,176
6/24/2024,BZ SF,833,7,1.4,2024,2,6,26,0,24,176
6/24/2024,BZ SF,881,8,1.8,2024,2,6,26,0,24,176
6/24/2024,BZ SF,888,1,1.4,2024,2,6,26,0,24,176
6/24/2024,BZ SF,889,1,1.4,2024,2,6,26,0,24,176
6/24/2024,BZ SF,981,4,1.8,2024,2,6,26,0,24,176
6/25/2024,BAZA,16,18,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,46,1,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,103,2,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,130,9,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,144,22,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,145,17,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,188,0,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,351,2,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,392,6,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,438,8,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,721,6,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,900,0,0.7,2024,2,6,26,1,25,177
6/25/2024,BAZA,935,1,0.7,2024,2,6,26,1,25,177
6/25/2024,BAZA,937,22,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,949,10,0.6,2024,2,6,26,1,25,177
6/25/2024,BAZA,1003,2,0.7,2024,2,6,26,1,25,177
6/25/2024,BZ SF,415,4,1.4,2024,2,6,26,1,25,177
6/25/2024,BZ SF,444,3,0.8,2024,2,6,26,1,25,177
6/25/2024,BZ SF,491,1,1.4,2024,2,6,26,1,25,177
6/25/2024,BZ SF,580,15,2.8,2024,2,6,26,1,25,177
6/25/2024,BZ SF,730,1,1.4,2024,2,6,26,1,25,177
6/25/2024,BZ SF,756,28,1.4,2024,2,6,26,1,25,177
6/25/2024,BZ SF,792,1,1.4,2024,2,6,26,1,25,177
6/25/2024,BZ SF,813,0,0.8,2024,2,6,26,1,25,177
6/25/2024,BZ SF,857,1,1.4,2024,2,6,26,1,25,177
6/25/2024,BZ SF,868,4,1.4,2024,2,6,26,1,25,177
6/25/2024,BZ SF,879,4,1.8,2024,2,6,26,1,25,177
6/26/2024,BAZA,31,12,0.6,2024,2,6,26,2,26,178
6/26/2024,BAZA,63,1,0.6,2024,2,6,26,2,26,178
6/26/2024,BAZA,91,0,0.6,2024,2,6,26,2,26,178
6/26/2024,BAZA,133,0,0.6,2024,2,6,26,2,26,178
6/26/2024,BAZA,366,12,0.6,2024,2,6,26,2,26,178
6/26/2024,BAZA,528,2,0.6,2024,2,6,26,2,26,178
6/26/2024,BAZA,715,12,1.4,2024,2,6,26,2,26,178
6/26/2024,BAZA,767,10,0.6,2024,2,6,26,2,26,178
6/26/2024,BAZA,843,1,1.4,2024,2,6,26,2,26,178
6/26/2024,BAZA,844,1,1.4,2024,2,6,26,2,26,178
6/26/2024,BAZA,897,4,0.8,2024,2,6,26,2,26,178
6/26/2024,BAZA,898,4,0.8,2024,2,6,26,2,26,178
6/26/2024,BAZA,904,3,0.6,2024,2,6,26,2,26,178
6/26/2024,BAZA,915,11,1.2,2024,2,6,26,2,26,178
6/26/2024,BAZA,53450017,2,0.6,2024,2,6,26,2,26,178
6/26/2024,BZ SF,480,8,1.4,2024,2,6,26,2,26,178
6/26/2024,BZ SF,497,8,1.4,2024,2,6,26,2,26,178
6/26/2024,BZ SF,555,5,1.6,2024,2,6,26,2,26,178
6/26/2024,BZ SF,556,5,0.8,2024,2,6,26,2,26,178
6/26/2024,BZ SF,635,2,1.4,2024,2,6,26,2,26,178
6/26/2024,BZ SF,658,8,1.2,2024,2,6,26,2,26,178
6/26/2024,BZ SF,707,1,0.35,2024,2,6,26,2,26,178
6/26/2024,BZ SF,728,10,1.4,2024,2,6,26,2,26,178
6/26/2024,BZ SF,730,1,1.4,2024,2,6,26,2,26,178
6/26/2024,BZ SF,826,8,1.4,2024,2,6,26,2,26,178
6/26/2024,BZ SF,829,2,1.4,2024,2,6,26,2,26,178
6/26/2024,BZ SF,832,1,1.4,2024,2,6,26,2,26,178
6/26/2024,BZ SF,833,0,1.4,2024,2,6,26,2,26,178
6/26/2024,BZ SF,850,20,1.2,2024,2,6,26,2,26,178
6/26/2024,BZ SF,859,3,1.4,2024,2,6,26,2,26,178
6/26/2024,BZ SF,881,11,1.8,2024,2,6,26,2,26,178
6/26/2024,BZ SF,981,0,1.8,2024,2,6,26,2,26,178
6/27/2024,BAZA,84,0,0.6,2024,2,6,26,3,27,179
6/27/2024,BAZA,195,0,0.7,2024,2,6,26,3,27,179
6/27/2024,BAZA,362,0,0.6,2024,2,6,26,3,27,179
6/27/2024,BAZA,447,0,0.6,2024,2,6,26,3,27,179
6/27/2024,BAZA,533,13,1.2,2024,2,6,26,3,27,179
6/27/2024,BAZA,548,1,0.6,2024,2,6,26,3,27,179
6/27/2024,BAZA,563,1,0.8,2024,2,6,26,3,27,179
6/27/2024,BAZA,564,1,0.8,2024,2,6,26,3,27,179
6/27/2024,BAZA,708,4,0.6,2024,2,6,26,3,27,179
6/27/2024,BAZA,787,16,1.2,2024,2,6,26,3,27,179
6/27/2024,BAZA,822,0,0.7,2024,2,6,26,3,27,179
6/27/2024,BAZA,875,0,0.8,2024,2,6,26,3,27,179
6/27/2024,BAZA,876,0,0.8,2024,2,6,26,3,27,179
6/27/2024,BAZA,900,0,0.7,2024,2,6,26,3,27,179
6/27/2024,BAZA,910,15,0.6,2024,2,6,26,3,27,179
6/27/2024,BAZA,940,4,0.6,2024,2,6,26,3,27,179
6/27/2024,BAZA,1003,3,0.7,2024,2,6,26,3,27,179
6/27/2024,BZ SF,402,9,1.2,2024,2,6,26,3,27,179
6/27/2024,BZ SF,522,15,1.6,2024,2,6,26,3,27,179
6/27/2024,BZ SF,523,15,0.8,2024,2,6,26,3,27,179
6/27/2024,BZ SF,530,3,1.6,2024,2,6,26,3,27,179
6/27/2024,BZ SF,587,14,1.2,2024,2,6,26,3,27,179
6/27/2024,BZ SF,601,11,1.4,2024,2,6,26,3,27,179
6/27/2024,BZ SF,663,2,1.2,2024,2,6,26,3,27,179
6/27/2024,BZ SF,750,4,1.4,2024,2,6,26,3,27,179
6/27/2024,BZ SF,762,6,1.4,2024,2,6,26,3,27,179
6/27/2024,BZ SF,770,3,1.4,2024,2,6,26,3,27,179
6/27/2024,BZ SF,813,0,0.8,2024,2,6,26,3,27,179
6/27/2024,BZ SF,888,4,1.4,2024,2,6,26,3,27,179
6/27/2024,BZ SF,889,4,1.4,2024,2,6,26,3,27,179
6/28/2024,BAZA,63,0,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,99,4,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,133,3,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,152,9,1.2,2024,2,6,26,4,28,180
6/28/2024,BAZA,154,4,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,159,7,1.2,2024,2,6,26,4,28,180
6/28/2024,BAZA,160,12,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,188,1,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,363,10,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,369,13,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,423,7,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,447,0,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,485,4,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,519,15,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,535,11,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,604,4,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,721,8,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,784,1,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,875,0,0.8,2024,2,6,26,4,28,180
6/28/2024,BAZA,876,0,0.8,2024,2,6,26,4,28,180
6/28/2024,BAZA,904,9,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,915,10,1.2,2024,2,6,26,4,28,180
6/28/2024,BAZA,923,5,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,927,17,0.6,2024,2,6,26,4,28,180
6/28/2024,BAZA,930,0,0.6,2024,2,6,26,4,28,180
6/28/2024,BZ SF,552,3,6.7,2024,2,6,26,4,28,180
6/28/2024,BZ SF,559,0,0.8,2024,2,6,26,4,28,180
6/28/2024,BZ SF,635,1,1.4,2024,2,6,26,4,28,180
6/28/2024,BZ SF,668,22,2.4,2024,2,6,26,4,28,180
6/28/2024,BZ SF,698,3,2,2024,2,6,26,4,28,180
6/28/2024,BZ SF,699,3,0.7,2024,2,6,26,4,28,180
6/28/2024,BZ SF,728,15,1.4,2024,2,6,26,4,28,180
6/28/2024,BZ SF,730,2,1.4,2024,2,6,26,4,28,180
6/28/2024,BZ SF,808,7,3.7,2024,2,6,26,4,28,180
6/28/2024,BZ SF,811,1,1.4,2024,2,6,26,4,28,180
6/28/2024,BZ SF,829,1,1.4,2024,2,6,26,4,28,180
6/28/2024,BZ SF,832,6,1.4,2024,2,6,26,4,28,180
6/28/2024,BZ SF,833,2,1.4,2024,2,6,26,4,28,180
6/28/2024,BZ SF,857,0,1.4,2024,2,6,26,4,28,180
6/28/2024,BZ SF,881,6,1.8,2024,2,6,26,4,28,180
6/28/2024,BZ SF,972,0,1.6,2024,2,6,26,4,28,180
6/29/2024,BAZA,1003,2,0.7,2024,2,6,26,5,29,181
6/29/2024,BZ SF,630,5,0.7,2024,2,6,26,5,29,181
7/1/2024,BAZA,84,0,0.7,2024,3,7,27,0,1,183
7/1/2024,BAZA,133,1,0.6,2024,3,7,27,0,1,183
7/1/2024,BAZA,362,0,0.7,2024,3,7,27,0,1,183
7/1/2024,BAZA,417,3,1.4,2024,3,7,27,0,1,183
7/1/2024,BAZA,423,4,0.6,2024,3,7,27,0,1,183
7/1/2024,BAZA,447,0,0.7,2024,3,7,27,0,1,183
7/1/2024,BAZA,528,0,0.6,2024,3,7,27,0,1,183
7/1/2024,BAZA,548,1,0.6,2024,3,7,27,0,1,183
7/1/2024,BAZA,563,2,1.6,2024,3,7,27,0,1,183
7/1/2024,BAZA,564,2,1.6,2024,3,7,27,0,1,183
7/1/2024,BAZA,784,0,0.6,2024,3,7,27,0,1,183
7/1/2024,BAZA,915,9,1.2,2024,3,7,27,0,1,183
7/1/2024,BAZA,949,7,0.6,2024,3,7,27,0,1,183
7/1/2024,BAZA,53450017,0,0.6,2024,3,7,27,0,1,183
7/1/2024,BZ SF,402,4,1.2,2024,3,7,27,0,1,183
7/1/2024,BZ SF,480,16,1.4,2024,3,7,27,0,1,183
7/1/2024,BZ SF,497,7,1.4,2024,3,7,27,0,1,183
7/1/2024,BZ SF,590,1,1.4,2024,3,7,27,0,1,183
7/1/2024,BZ SF,601,5,1.4,2024,3,7,27,0,1,183
7/1/2024,BZ SF,635,3,1.4,2024,3,7,27,0,1,183
7/1/2024,BZ SF,728,7,1.4,2024,3,7,27,0,1,183
7/1/2024,BZ SF,730,1,1.4,2024,3,7,27,0,1,183
7/1/2024,BZ SF,766,8,1.6,2024,3,7,27,0,1,183
7/1/2024,BZ SF,829,0,1.4,2024,3,7,27,0,1,183
7/1/2024,BZ SF,832,4,1.4,2024,3,7,27,0,1,183
7/1/2024,BZ SF,833,2,1.4,2024,3,7,27,0,1,183
7/1/2024,BZ SF,850,19,1.2,2024,3,7,27,0,1,183
7/1/2024,BZ SF,852,7,1.2,2024,3,7,27,0,1,183
7/1/2024,BZ SF,881,3,1.8,2024,3,7,27,0,1,183
7/1/2024,BZ SF,981,1,1.8,2024,3,7,27,0,1,183
7/2/2024,BAZA,16,10,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,46,3,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,103,1,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,130,19,1.2,2024,3,7,27,1,2,184
7/2/2024,BAZA,144,21,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,145,22,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,188,0,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,351,1,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,392,3,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,438,8,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,533,12,1.2,2024,3,7,27,1,2,184
7/2/2024,BAZA,592,4,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,593,4,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,721,7,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,787,14,1.2,2024,3,7,27,1,2,184
7/2/2024,BAZA,900,1,0.7,2024,3,7,27,1,2,184
7/2/2024,BAZA,935,1,0.7,2024,3,7,27,1,2,184
7/2/2024,BAZA,937,22,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,940,1,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,984,18,0.6,2024,3,7,27,1,2,184
7/2/2024,BAZA,1003,5,0.7,2024,3,7,27,1,2,184
7/2/2024,BZ SF,415,6,1.4,2024,3,7,27,1,2,184
7/2/2024,BZ SF,444,0,0.8,2024,3,7,27,1,2,184
7/2/2024,BZ SF,522,5,1.6,2024,3,7,27,1,2,184
7/2/2024,BZ SF,523,5,0.8,2024,3,7,27,1,2,184
7/2/2024,BZ SF,559,0,0.8,2024,3,7,27,1,2,184
7/2/2024,BZ SF,630,3,0.7,2024,3,7,27,1,2,184
7/2/2024,BZ SF,750,1,1.4,2024,3,7,27,1,2,184
7/2/2024,BZ SF,756,20,1.4,2024,3,7,27,1,2,184
7/2/2024,BZ SF,762,2,1.4,2024,3,7,27,1,2,184
7/2/2024,BZ SF,770,0,1.4,2024,3,7,27,1,2,184
7/2/2024,BZ SF,792,0,1.4,2024,3,7,27,1,2,184
7/2/2024,BZ SF,808,0,3.7,2024,3,7,27,1,2,184
7/2/2024,BZ SF,811,0,1.4,2024,3,7,27,1,2,184
7/2/2024,BZ SF,813,2,0.8,2024,3,7,27,1,2,184
7/2/2024,BZ SF,857,1,1.4,2024,3,7,27,1,2,184
7/2/2024,BZ SF,868,0,2.8,2024,3,7,27,1,2,184
7/2/2024,BZ SF,879,11,1.8,2024,3,7,27,1,2,184
7/2/2024,BZ SF,993,11,0.8,2024,3,7,27,1,2,184
7/2/2024,BZ SF,994,11,1.6,2024,3,7,27,1,2,184
7/3/2024,BAZA,31,5,0.6,2024,3,7,27,2,3,185
7/3/2024,BAZA,91,0,0.6,2024,3,7,27,2,3,185
7/3/2024,BAZA,99,2,0.6,2024,3,7,27,2,3,185
7/3/2024,BAZA,133,2,0.6,2024,3,7,27,2,3,185
7/3/2024,BAZA,366,5,0.6,2024,3,7,27,2,3,185
7/3/2024,BAZA,438,1,0.6,2024,3,7,27,2,3,185
7/3/2024,BAZA,528,0,0.7,2024,3,7,27,2,3,185
7/3/2024,BAZA,592,2,0.6,2024,3,7,27,2,3,185
7/3/2024,BAZA,593,2,0.6,2024,3,7,27,2,3,185
7/3/2024,BAZA,767,11,0.6,2024,3,7,27,2,3,185
7/3/2024,BAZA,843,3,1.4,2024,3,7,27,2,3,185
7/3/2024,BAZA,844,3,1.4,2024,3,7,27,2,3,185
7/3/2024,BAZA,897,0,0.8,2024,3,7,27,2,3,185
7/3/2024,BAZA,898,0,0.8,2024,3,7,27,2,3,185
7/3/2024,BAZA,904,19,0.6,2024,3,7,27,2,3,185
7/3/2024,BAZA,910,11,0.6,2024,3,7,27,2,3,185
7/3/2024,BAZA,944,2,1.2,2024,3,7,27,2,3,185
7/3/2024,BAZA,53450017,0,0.7,2024,3,7,27,2,3,185
7/3/2024,BZ SF,415,0,1.5,2024,3,7,27,2,3,185
7/3/2024,BZ SF,480,7,1.4,2024,3,7,27,2,3,185
7/3/2024,BZ SF,491,1,1.4,2024,3,7,27,2,3,185
7/3/2024,BZ SF,552,2,6.7,2024,3,7,27,2,3,185
7/3/2024,BZ SF,555,3,1.6,2024,3,7,27,2,3,185
7/3/2024,BZ SF,556,3,0.8,2024,3,7,27,2,3,185
7/3/2024,BZ SF,658,0,1.2,2024,3,7,27,2,3,185
7/3/2024,BZ SF,707,3,0.35,2024,3,7,27,2,3,185
7/3/2024,BZ SF,728,5,1.4,2024,3,7,27,2,3,185
7/3/2024,BZ SF,730,2,1.4,2024,3,7,27,2,3,185
7/3/2024,BZ SF,740,2,1.6,2024,3,7,27,2,3,185
7/3/2024,BZ SF,808,1,3.7,2024,3,7,27,2,3,185
7/3/2024,BZ SF,811,2,1.4,2024,3,7,27,2,3,185
7/3/2024,BZ SF,832,10,1.4,2024,3,7,27,2,3,185
7/3/2024,BZ SF,833,3,1.4,2024,3,7,27,2,3,185
7/3/2024,BZ SF,850,12,1.2,2024,3,7,27,2,3,185
7/3/2024,BZ SF,852,7,1.2,2024,3,7,27,2,3,185
7/3/2024,BZ SF,857,0,1.5,2024,3,7,27,2,3,185
7/3/2024,BZ SF,859,0,1.4,2024,3,7,27,2,3,185
7/3/2024,BZ SF,888,5,1.4,2024,3,7,27,2,3,185
7/3/2024,BZ SF,889,5,1.4,2024,3,7,27,2,3,185
